date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:05:17	1552/1552	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2025%20Jun%202023%2004:05:18%20GMT	https://waleedabdo.com/contact.html	D:/my%20new%20site/waleedabdo.com/contact.html	(from https://waleedabdo.com/)
07:05:17	1552/1552	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2025%20Jun%202023%2004:05:18%20GMT	https://waleedabdo.com/twitter.com	D:/my%20new%20site/waleedabdo.com/twitter.com	(from https://waleedabdo.com/)
07:05:18	1552/1552	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2025%20Jun%202023%2004:05:18%20GMT	https://waleedabdo.com/instagram.com	D:/my%20new%20site/waleedabdo.com/instagram.com	(from https://waleedabdo.com/)
07:05:18	83453/83453	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Oct%202022%2020:21:56%20GMT	https://waleedabdo.com/web/img/intro/1.jpeg	D:/my%20new%20site/waleedabdo.com/web/img/intro/1.jpg	(from https://waleedabdo.com/)
07:05:18	256765/256765	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Oct%202022%2020:21:56%20GMT	https://waleedabdo.com/web/img/intro/3.jpeg	D:/my%20new%20site/waleedabdo.com/web/img/intro/3.jpg	(from https://waleedabdo.com/)
07:05:19	324087/324087	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Oct%202022%2020:21:56%20GMT	https://waleedabdo.com/web/img/intro/2.jpeg	D:/my%20new%20site/waleedabdo.com/web/img/intro/2.jpg	(from https://waleedabdo.com/)
07:05:19	1552/1552	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2025%20Jun%202023%2004:05:20%20GMT	https://waleedabdo.com/about.html	D:/my%20new%20site/waleedabdo.com/about.html	(from https://waleedabdo.com/)
07:05:20	358034/358034	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jun%202023%2004:05:20%20GMT	https://waleedabdo.com/album/12/%d8%a7%d9%84%d9%85%d8%b1%d8%a7%d8%ac%d8%b9%d8%a9-%d8%a7%d9%84%d9%86%d9%87%d8%a7%d8%a6%d9%8a%d8%a9%5B2022%5D	D:/my%20new%20site/waleedabdo.com/album/12/%d8%a7%d9%84%d9%85%d8%b1%d8%a7%d8%ac%d8%b9%d8%a9-%d8%a7%d9%84%d9%86%d9%87%d8%a7%d8%a6%d9%8a%d8%a9[2022].html	(from https://waleedabdo.com/)
07:05:20	274110/274110	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jun%202023%2004:05:20%20GMT	https://waleedabdo.com/album/11/%d8%a3%d8%b7%d9%84%d8%b3-%d8%a7%d9%84%d8%b9%d8%b8%d8%a7%d9%85	D:/my%20new%20site/waleedabdo.com/album/11/%d8%a3%d8%b7%d9%84%d8%b3-%d8%a7%d9%84%d8%b9%d8%b8%d8%a7%d9%85.html	(from https://waleedabdo.com/)
07:05:20	103154/103154	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jun%202023%2004:05:21%20GMT	https://waleedabdo.com/album/10/%d8%a7%d9%84%d9%85%d8%b1%d8%a7%d8%ac%d8%b9%d8%a9-%d8%a7%d9%84%d9%86%d9%87%d8%a7%d8%a6%d9%8a%d8%a9-%5B-2018-%5D	D:/my%20new%20site/waleedabdo.com/album/10/%d8%a7%d9%84%d9%85%d8%b1%d8%a7%d8%ac%d8%b9%d8%a9-%d8%a7%d9%84%d9%86%d9%87%d8%a7%d8%a6%d9%8a%d8%a9-[-2018-].html	(from https://waleedabdo.com/)
07:05:20	31158/31158	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jun%202023%2004:05:21%20GMT	https://waleedabdo.com/album/9/%d8%b1%d8%ad%d9%84%d8%a9-%d8%a7%d9%84%d8%a3%d8%b3%d9%83%d9%86%d8%af%d8%b1%d9%8a%d8%a9-%5B-2018-%5D	D:/my%20new%20site/waleedabdo.com/album/9/%d8%b1%d8%ad%d9%84%d8%a9-%d8%a7%d9%84%d8%a3%d8%b3%d9%83%d9%86%d8%af%d8%b1%d9%8a%d8%a9-[-2018-].html	(from https://waleedabdo.com/)
07:05:21	25991/25991	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jun%202023%2004:05:21%20GMT	https://waleedabdo.com/album/8/%d9%85%d9%86%d8%a7%d8%b3%d8%a8%d8%a7%d8%aa-%d8%b3%d8%b9%d9%8a%d8%af%d8%a9	D:/my%20new%20site/waleedabdo.com/album/8/%d9%85%d9%86%d8%a7%d8%b3%d8%a8%d8%a7%d8%aa-%d8%b3%d8%b9%d9%8a%d8%af%d8%a9.html	(from https://waleedabdo.com/)
07:05:21	50012/50012	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jun%202023%2004:05:22%20GMT	https://waleedabdo.com/album/7/%d8%b1%d8%ad%d9%84%d8%a9-%d8%a7%d9%84%d8%a3%d8%b3%d9%83%d9%86%d8%af%d8%b1%d9%8a%d8%a9-%5B-2019-%5D	D:/my%20new%20site/waleedabdo.com/album/7/%d8%b1%d8%ad%d9%84%d8%a9-%d8%a7%d9%84%d8%a3%d8%b3%d9%83%d9%86%d8%af%d8%b1%d9%8a%d8%a9-[-2019-].html	(from https://waleedabdo.com/)
07:05:21	119630/119630	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Oct%202022%2020:21:56%20GMT	https://waleedabdo.com/web/img/clients/3.jpg	D:/my%20new%20site/waleedabdo.com/web/img/clients/3.jpg	(from https://waleedabdo.com/)
07:05:21	121020/121020	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Oct%202022%2020:21:56%20GMT	https://waleedabdo.com/web/img/clients/1.jpg	D:/my%20new%20site/waleedabdo.com/web/img/clients/1.jpg	(from https://waleedabdo.com/)
07:05:21	110141/110141	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Oct%202022%2020:21:56%20GMT	https://waleedabdo.com/web/img/clients/2.jpg	D:/my%20new%20site/waleedabdo.com/web/img/clients/2.jpg	(from https://waleedabdo.com/)
07:05:22	75912/75912	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Oct%202022%2020:21:56%20GMT	https://waleedabdo.com/web/img/clients/4.jpg	D:/my%20new%20site/waleedabdo.com/web/img/clients/4.jpg	(from https://waleedabdo.com/)
07:05:22	4825/4825	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Oct%202022%2020:21:56%20GMT	https://waleedabdo.com/web/img/clients/5.png	D:/my%20new%20site/waleedabdo.com/web/img/clients/5.png	(from https://waleedabdo.com/)
07:05:22	109746/109746	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Oct%202022%2020:21:56%20GMT	https://waleedabdo.com/web/img/clients/6.jpg	D:/my%20new%20site/waleedabdo.com/web/img/clients/6.jpg	(from https://waleedabdo.com/)
07:05:22	140195/140195	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Oct%202022%2020:21:56%20GMT	https://waleedabdo.com/web/img/clients/7.jpg	D:/my%20new%20site/waleedabdo.com/web/img/clients/7.jpg	(from https://waleedabdo.com/)
07:05:23	1552/1552	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2025%20Jun%202023%2004:05:23%20GMT	https://waleedabdo.com/blog-post	D:/my%20new%20site/waleedabdo.com/blog-post	(from https://waleedabdo.com/)
07:05:23	295237/295237	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Apr%202021%2003:20:03%20GMT	https://waleedabdo.com/storage/blog/covers/607f99e35e57d1618975203.jpg	D:/my%20new%20site/waleedabdo.com/storage/blog/covers/607f99e35e57d1618975203.jpg	(from https://waleedabdo.com/)
07:05:24	273489/273489	---M--	200	added ('OK')	image/jpeg	date:Wed,%2021%20Apr%202021%2003:14:01%20GMT	https://waleedabdo.com/storage/blog/covers/607f9879e33de1618974841.jpg	D:/my%20new%20site/waleedabdo.com/storage/blog/covers/607f9879e33de1618974841.jpg	(from https://waleedabdo.com/)
07:05:24	116752/116752	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Apr%202021%2019:44:56%20GMT	https://waleedabdo.com/storage/blog/covers/607746380f9f51618429496.jpg	D:/my%20new%20site/waleedabdo.com/storage/blog/covers/607746380f9f51618429496.jpg	(from https://waleedabdo.com/)
07:05:25	1433322/1433322	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jun%202023%2004:05:24%20GMT	https://waleedabdo.com/post/11?title=%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D8%A5%D9%86%D8%B3%D8%A7%D9%86-%D9%81%D9%89-%D8%A7%D9%84%D8%A8%D8%AF%D8%A7%D9%86%D9%87	D:/my%20new%20site/waleedabdo.com/post/11488f.html	(from https://waleedabdo.com/)
07:05:25	1433344/1433344	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jun%202023%2004:05:25%20GMT	https://waleedabdo.com/post/10?title=%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B9%D8%A9-%D9%88%D8%B5%D8%AD%D8%A9-%D8%A7%D9%84%D8%A5%D9%86%D8%B3%D8%A7%D9%86	D:/my%20new%20site/waleedabdo.com/post/10b89e.html	(from https://waleedabdo.com/)
07:05:27	706466/706466	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Apr%202021%2019:39:04%20GMT	https://waleedabdo.com/storage/blog/covers/607744d832b471618429144.jpg	D:/my%20new%20site/waleedabdo.com/storage/blog/covers/607744d832b471618429144.jpg	(from https://waleedabdo.com/)
07:05:28	1433276/1433276	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jun%202023%2004:05:26%20GMT	https://waleedabdo.com/post/9?title=%D8%A7%D9%84%D8%B5%D9%8A%D8%A7%D9%85-%D9%88%D9%81%D9%88%D8%A7%D8%A6%D8%AF%D8%A9-%D9%88%D9%85%D8%AF%D9%89-%D8%AA%D8%A3%D8%AB%D9%8A%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%AC%D8%B3%D9%85	D:/my%20new%20site/waleedabdo.com/post/96803.html	(from https://waleedabdo.com/)
07:05:28	340115/340115	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jun%202023%2004:05:28%20GMT	https://waleedabdo.com/post/5?title=%D8%A7%D9%84%D8%AA%D9%86%D9%85%D9%8A%D8%A9-%D8%A7%D9%84%D8%A8%D8%B4%D8%B1%D9%8A%D8%A9	D:/my%20new%20site/waleedabdo.com/post/5305c.html	(from https://waleedabdo.com/)
07:05:28	289660/289660	---M--	200	added ('OK')	image/jpeg	date:Wed,%2010%20Mar%202021%2016:34:01%20GMT	https://waleedabdo.com/storage/blog/covers/6048f4f9055351615394041.jpg	D:/my%20new%20site/waleedabdo.com/storage/blog/covers/6048f4f9055351615394041.jpg	(from https://waleedabdo.com/)
07:05:28	158984/158984	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Oct%202022%2020:21:56%20GMT	https://waleedabdo.com/web/img/pattern.png	D:/my%20new%20site/waleedabdo.com/web/img/pattern.png	(from https://waleedabdo.com/)
07:05:28	86341/86341	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Nov%202020%2019:03:50%20GMT	https://waleedabdo.com/web/js/jquery-3.0.0.min.js	D:/my%20new%20site/waleedabdo.com/web/js/jquery-3.0.0.min.js	(from https://waleedabdo.com/)
07:05:29	1433502/1433502	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jun%202023%2004:05:27%20GMT	https://waleedabdo.com/post/8?title=%D8%A7%D9%84%D9%86%D8%A8%D8%A7%D8%AA-%D8%A3%D8%B5%D9%84-%D8%A7%D9%84%D8%AD%D9%8A%D8%A7%D8%A9	D:/my%20new%20site/waleedabdo.com/post/82292.html	(from https://waleedabdo.com/)
07:05:29	7083/7083	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Nov%202020%2019:03:54%20GMT	https://waleedabdo.com/web/js/jquery-migrate-3.0.0.min.js	D:/my%20new%20site/waleedabdo.com/web/js/jquery-migrate-3.0.0.min.js	(from https://waleedabdo.com/)
07:05:29	22475/22475	---M--	200	added ('OK')	application/javascript	date:Tue,%2009%20Feb%202021%2020:10:42%20GMT	https://waleedabdo.com/web/js/scripts.js	D:/my%20new%20site/waleedabdo.com/web/js/scripts.js	(from https://waleedabdo.com/)
07:05:29	426758/426758	---M--	200	added ('OK')	application/javascript	date:Thu,%2026%20Nov%202020%2019:03:58%20GMT	https://waleedabdo.com/web/js/plugins.js	D:/my%20new%20site/waleedabdo.com/web/js/plugins.js	(from https://waleedabdo.com/)
07:05:29	3463/3463	---M--	200	added ('OK')	application/javascript	date:Fri,%2011%20Jun%202021%2015:32:18%20GMT	https://waleedabdo.com/web/js/layout.js	D:/my%20new%20site/waleedabdo.com/web/js/layout.js	(from https://waleedabdo.com/)
07:05:30	144883/144883	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Oct%202022%2020:21:54%20GMT	https://waleedabdo.com/web/css/plugins/bootstrap.min.css	D:/my%20new%20site/waleedabdo.com/web/css/plugins/bootstrap.min.css	(from https://waleedabdo.com/web/css/plugins.css)
07:05:30	65401/65401	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Oct%202022%2020:21:54%20GMT	https://waleedabdo.com/web/css/plugins/animate.css	D:/my%20new%20site/waleedabdo.com/web/css/plugins/animate.css	(from https://waleedabdo.com/web/css/plugins.css)
07:05:30	51310/51310	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Oct%202022%2020:21:54%20GMT	https://waleedabdo.com/web/css/plugins/ionicons.min.css	D:/my%20new%20site/waleedabdo.com/web/css/plugins/ionicons.min.css	(from https://waleedabdo.com/web/css/plugins.css)
07:05:30	10389/10389	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Oct%202022%2020:21:54%20GMT	https://waleedabdo.com/web/css/plugins/pe-icon-7-stroke.css	D:/my%20new%20site/waleedabdo.com/web/css/plugins/pe-icon-7-stroke.css	(from https://waleedabdo.com/web/css/plugins.css)
07:05:31	34738/34738	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Oct%202022%2020:21:54%20GMT	https://waleedabdo.com/web/css/plugins/fontawesome-all.min.css	D:/my%20new%20site/waleedabdo.com/web/css/plugins/fontawesome-all.min.css	(from https://waleedabdo.com/web/css/plugins.css)
07:05:31	2942/2942	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Oct%202022%2020:21:54%20GMT	https://waleedabdo.com/web/css/plugins/justifiedGallery.min.css	D:/my%20new%20site/waleedabdo.com/web/css/plugins/justifiedGallery.min.css	(from https://waleedabdo.com/web/css/plugins.css)
07:05:31	3174/3174	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Oct%202022%2020:21:54%20GMT	https://waleedabdo.com/web/css/plugins/YouTubePopUp.css	D:/my%20new%20site/waleedabdo.com/web/css/plugins/YouTubePopUp.css	(from https://waleedabdo.com/web/css/plugins.css)
07:05:31	1895/1895	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Oct%202022%2020:21:54%20GMT	https://waleedabdo.com/web/css/plugins/slick.css	D:/my%20new%20site/waleedabdo.com/web/css/plugins/slick.css	(from https://waleedabdo.com/web/css/plugins.css)
07:05:31	2878/2878	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Oct%202022%2020:21:54%20GMT	https://waleedabdo.com/web/css/plugins/slick-theme.css	D:/my%20new%20site/waleedabdo.com/web/css/plugins/slick-theme.css	(from https://waleedabdo.com/web/css/plugins.css)
07:05:32	13678/13678	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Oct%202022%2020:21:54%20GMT	https://waleedabdo.com/web/css/plugins/swiper.min.css	D:/my%20new%20site/waleedabdo.com/web/css/plugins/swiper.min.css	(from https://waleedabdo.com/web/css/plugins.css)
07:05:32	19908/19908	---M--	200	added ('OK')	font/otf	date:Mon,%2014%20Dec%202020%2007:33:08%20GMT	https://waleedabdo.com/web/fonts/GE-Flow-Regular.otf	D:/my%20new%20site/waleedabdo.com/web/fonts/GE-Flow-Regular.otf	(from https://waleedabdo.com/web/css/style.css)
07:05:32	1552/1552	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2025%20Jun%202023%2004:05:33%20GMT	https://waleedabdo.com/web/img/dots.png	D:/my%20new%20site/waleedabdo.com/web/img/dots.png	(from https://waleedabdo.com/web/css/style.css)
07:05:33	155764/155764	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Oct%202022%2020:21:58%20GMT	https://waleedabdo.com/web/scss/libs/bootstrap.min.css	D:/my%20new%20site/waleedabdo.com/web/scss/libs/bootstrap.min.css	(from https://waleedabdo.com/profile)
07:05:33	20989/20989	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Oct%202022%2020:21:58%20GMT	https://waleedabdo.com/web/scss/layout-out.css	D:/my%20new%20site/waleedabdo.com/web/scss/layout-out.css	(from https://waleedabdo.com/profile)
07:05:33	16748/16748	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Oct%202022%2020:22:00%20GMT	https://waleedabdo.com/web/scss/personal-page.css	D:/my%20new%20site/waleedabdo.com/web/scss/personal-page.css	(from https://waleedabdo.com/profile)
07:05:33	283056/283056	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Oct%202022%2020:21:56%20GMT	https://waleedabdo.com/web/images/test3.jpg	D:/my%20new%20site/waleedabdo.com/web/images/test3.jpg	(from https://waleedabdo.com/profile)
07:05:33	2520/2520	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Oct%202022%2020:21:56%20GMT	https://waleedabdo.com/web/images/big6.png	D:/my%20new%20site/waleedabdo.com/web/images/big6.png	(from https://waleedabdo.com/profile)
07:05:34	1600/1600	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Oct%202022%2020:21:56%20GMT	https://waleedabdo.com/web/images/borderB6w.png	D:/my%20new%20site/waleedabdo.com/web/images/borderB6w.png	(from https://waleedabdo.com/profile)
07:05:34	166081/166081	---M--	200	added ('OK')	image/jpeg	date:Wed,%2012%20Oct%202022%2020:21:56%20GMT	https://waleedabdo.com/web/images/test5.jpg	D:/my%20new%20site/waleedabdo.com/web/images/test5.jpg	(from https://waleedabdo.com/profile)
07:05:34	1552/1552	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2025%20Jun%202023%2004:05:35%20GMT	https://waleedabdo.com/signup.html	D:/my%20new%20site/waleedabdo.com/signup.html	(from https://waleedabdo.com/profile)
07:05:34	86659/86659	---M--	200	added ('OK')	application/javascript	date:Tue,%2017%20Oct%202017%2001:58:14%20GMT	https://waleedabdo.com/web/js/libs/jquery-3.2.1.min.js	D:/my%20new%20site/waleedabdo.com/web/js/libs/jquery-3.2.1.min.js	(from https://waleedabdo.com/profile)
07:05:35	21003/21003	---M--	200	added ('OK')	application/javascript	date:Mon,%2022%20Jul%202019%2010:49:12%20GMT	https://waleedabdo.com/web/js//libs/popper.js	D:/my%20new%20site/waleedabdo.com/web/js/libs/popper.js	(from https://waleedabdo.com/profile)
07:05:35	58072/58072	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Feb%202019%2005:47:50%20GMT	https://waleedabdo.com/web/js/libs/bootstrap.min.js	D:/my%20new%20site/waleedabdo.com/web/js/libs/bootstrap.min.js	(from https://waleedabdo.com/profile)
07:05:35	539/539	---M--	200	added ('OK')	application/javascript	date:Sat,%2010%20Oct%202020%2017:26:28%20GMT	https://waleedabdo.com/web/js/enter.js	D:/my%20new%20site/waleedabdo.com/web/js/enter.js	(from https://waleedabdo.com/profile)
07:05:35	18058/18058	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Oct%202022%2020:21:58%20GMT	https://waleedabdo.com/web/scss/blog.css	D:/my%20new%20site/waleedabdo.com/web/scss/blog.css	(from https://waleedabdo.com/blog)
07:05:36	1552/1552	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2025%20Jun%202023%2004:05:36%20GMT	https://waleedabdo.com/blog.html	D:/my%20new%20site/waleedabdo.com/blog-2.html	(from https://waleedabdo.com/blog)
07:05:36	5131/5131	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Oct%202022%2020:21:58%20GMT	https://waleedabdo.com/web/scss/gallery.css	D:/my%20new%20site/waleedabdo.com/web/scss/gallery.css	(from https://waleedabdo.com/gallery)
07:05:36	1552/1552	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2025%20Jun%202023%2004:05:37%20GMT	https://waleedabdo.com/index.html	D:/my%20new%20site/waleedabdo.com/index-2.html	(from https://waleedabdo.com/gallery)
07:05:37	94576/94576	---MC-	200	added ('OK')	text/html	date:Sun,%2025%20Jun%202023%2004:05:37%20GMT	https://waleedabdo.com/album/6/%d8%b1%d8%ad%d9%84%d8%a9-%d8%a7%d9%84%d8%a3%d8%b3%d9%83%d9%86%d8%af%d8%b1%d9%8a%d8%a9-%5B-2021-%5D	D:/my%20new%20site/waleedabdo.com/album/6/%d8%b1%d8%ad%d9%84%d8%a9-%d8%a7%d9%84%d8%a3%d8%b3%d9%83%d9%86%d8%af%d8%b1%d9%8a%d8%a9-[-2021-].html	(from https://waleedabdo.com/gallery)
07:05:37	27175/27175	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Oct%202022%2020:21:58%20GMT	https://waleedabdo.com/web/scss/contact.css	D:/my%20new%20site/waleedabdo.com/web/scss/contact.css	(from https://waleedabdo.com/contactus)
07:05:40	22661/22661	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec2-5885%22	https://cdnjs.cloudflare.com/ajax/libs/jquery-validate/1.19.0/additional-methods.min.js	D:/my%20new%20site/cdnjs.cloudflare.com/ajax/libs/jquery-validate/1.19.0/additional-methods.min.js	(from https://waleedabdo.com/contactus)
07:05:40	50659/50659	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec2-c5e3%22	https://cdnjs.cloudflare.com/ajax/libs/jquery-validate/1.19.0/jquery.validate.js	D:/my%20new%20site/cdnjs.cloudflare.com/ajax/libs/jquery-validate/1.19.0/jquery.validate.js	(from https://waleedabdo.com/contactus)
07:05:40	850/850	---MC-	200	added ('OK')	text/javascript	date:Sun,%2025%20Jun%202023%2004:05:40%20GMT	https://www.google.com/recaptcha/api.js?	D:/my%20new%20site/www.google.com/recaptcha/apid41d.js	(from https://waleedabdo.com/contactus)
07:05:43	1552/1552	---MC-	404	error ('Not%20Found')	text/html	date:Sun,%2025%20Jun%202023%2004:05:41%20GMT	https://waleedabdo.com/web/scss/libs/all.min.css	D:/my%20new%20site/waleedabdo.com/web/scss/libs/all.min.56.delayed	(from https://waleedabdo.com/student/login)
07:05:45	8751/8751	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Oct%202022%2020:21:58%20GMT	https://waleedabdo.com/web/scss/enter.css	D:/my%20new%20site/waleedabdo.com/web/scss/enter.css	(from https://waleedabdo.com/student/login)
07:05:48	9328/9328	---M--	200	added ('OK')	image/png	date:Wed,%2012%20Oct%202022%2020:21:56%20GMT	https://waleedabdo.com/web/images/rocket.png	D:/my%20new%20site/waleedabdo.com/web/images/rocket.png	(from https://waleedabdo.com/student/login)
07:05:50	268381/268381	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.js	D:/my%20new%20site/ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.js	(from https://waleedabdo.com/contactus)
